"itnb" "S" "rS" "E" "D" "c" "r" "TPR" "FDR" "nbSNPS" "nbADA" "s" "gamma" "envADA"
4017 200 200 5 "hyb" 0.5 17 0.142857142857143 0 1000 14 "0.19_0.15_0.24_0.18_0.16_0.18_0.18_0.26_0.3_0.1_0.15_0.27_0.14_0.12" "0.39_0.35_0.31_0.18_0.27_0.15_0.39_0.22_0.49_0.15_0.35_0.06_0.04_0.07" "BIO8.ALTI.BIO1.ALTI.BIO4.BIO2.BI12.BI12.BIO8.BIO1.BIO2.BI12.BI12.BI12"
4018 200 200 5 "hyb" 0.5 18 0.333333333333333 0 1000 6 "0.29_0.18_0.1_0.21_0.19_0.23" "0.38_0.12_0.05_0.41_0.44_0.34" "BI18.BIO1.BIO4.BIO1.BI18.BI18"
4019 200 200 5 "hyb" 0.5 19 0.142857142857143 0.5 1000 7 "0.29_0.22_0.27_0.16_0.15_0.26_0.14" "0.33_0.28_0.17_0.02_0.1_0.12_0.19" "BI12.BIO4.BIO1.BIO1.BIO8.ALTI.ALTI"
4020 200 200 5 "hyb" 0.5 20 0.111111111111111 0.5 1000 9 "0.14_0.12_0.3_0.13_0.2_0.24_0.2_0.3_0.21" "0.41_0.5_0.37_0.01_0.22_0.03_0.36_0.37_0.2" "ALTI.ALTI.BI18.ALTI.BI18.BI18.BIO2.BIO4.BIO1"
4021 200 200 5 "hyb" 0.2 1 0 1 1000 20 "0.14_0.29_0.16_0.22_0.28_0.13_0.23_0.2_0.23_0.25_0.29_0.22_0.16_0.29_0.13_0.1_0.24_0.22_0.1_0.26" "0.04_0.25_0.14_0.07_0.09_0.44_0.02_0.3_0.22_0.34_0.02_0.12_0.5_0.17_0.14_0.19_0.3_0.36_0.03_0.25" "BIO4.BIO4.ALTI.BI12.ALTI.ALTI.BIO8.BIO4.ALTI.BIO4.BIO4.BI18.BI18.ALTI.BIO8.BIO2.ALTI.BIO2.BIO8.BIO2"
4022 200 200 5 "hyb" 0.2 2 0.111111111111111 0 1000 9 "0.22_0.29_0.1_0.26_0.28_0.16_0.27_0.13_0.16" "0.13_0.42_0_0.46_0.06_0.1_0.2_0.41_0.26" "BI18.BI15.BIO8.BI12.BIO2.BIO8.BIO4.BIO4.BI15"
4023 200 200 5 "hyb" 0.2 3 0 1 1000 10 "0.17_0.14_0.16_0.11_0.25_0.23_0.24_0.13_0.29_0.21" "0.4_0.42_0.01_0.24_0.01_0.42_0.27_0.35_0.1_0.03" "BI15.BIO8.ALTI.BI18.BIO4.BI18.BI12.BI12.BIO2.BIO1"
4024 200 200 5 "hyb" 0.2 4 0 1 1000 14 "0.11_0.2_0.3_0.3_0.12_0.23_0.27_0.19_0.18_0.25_0.17_0.27_0.12_0.26" "0.09_0.22_0.31_0.44_0.14_0.34_0.47_0.23_0.5_0.03_0.36_0.02_0.11_0.2" "ALTI.BIO4.BI15.BIO2.BI18.BIO2.BI18.BI15.BI15.BI12.BIO1.BI15.BIO1.BIO8"
4025 200 200 5 "hyb" 0.2 5 0 1 1000 15 "0.25_0.19_0.13_0.24_0.18_0.13_0.24_0.22_0.25_0.3_0.16_0.25_0.12_0.2_0.26" "0.49_0.14_0.05_0.36_0_0.31_0.42_0.33_0.21_0.24_0.27_0.41_0.02_0_0.32" "BI12.BIO2.BIO4.BI15.BIO4.BIO2.BIO8.BIO2.BI15.BIO4.BIO8.BIO4.BIO8.BI12.BI18"
4026 200 200 5 "hyb" 0.2 6 0 1 1000 18 "0.15_0.22_0.14_0.27_0.1_0.21_0.15_0.28_0.25_0.28_0.29_0.11_0.11_0.12_0.14_0.1_0.1_0.28" "0.03_0.25_0.44_0.42_0.3_0.14_0.47_0.39_0.29_0.22_0.46_0.15_0.46_0.42_0.19_0.04_0.39_0.35" "BIO8.BIO1.BIO4.BIO1.BIO1.BI18.BI18.BI15.BI18.BIO2.BI12.BI15.BIO2.ALTI.BI15.BIO4.BIO2.BIO8"
4027 200 200 5 "hyb" 0.2 7 0 1 1000 9 "0.17_0.17_0.17_0.13_0.22_0.3_0.28_0.17_0.18" "0.09_0.34_0.29_0.48_0.48_0.26_0.36_0.2_0.31" "BI18.ALTI.BIO2.ALTI.BIO8.BIO8.BIO2.BIO1.BIO2"
4028 200 200 5 "hyb" 0.2 8 0 1 1000 19 "0.1_0.28_0.3_0.11_0.24_0.3_0.26_0.29_0.14_0.23_0.23_0.21_0.15_0.16_0.28_0.23_0.26_0.26_0.27" "0.45_0.1_0.07_0.17_0.31_0.04_0.3_0.41_0.4_0.19_0.13_0.22_0.03_0.23_0.02_0.46_0.29_0.47_0.37" "ALTI.BIO4.BIO2.BI15.BI15.BIO8.BI12.BIO2.ALTI.BIO4.BIO4.ALTI.BIO2.BI12.BIO8.ALTI.BIO1.ALTI.BI12"
4029 200 200 5 "hyb" 0.2 9 0 1 1000 5 "0.3_0.28_0.22_0.11_0.3" "0.16_0.02_0.33_0.4_0.46" "ALTI.BIO1.BI15.BIO2.BIO4"
4030 200 200 5 "hyb" 0.2 10 0 1 1000 19 "0.23_0.16_0.29_0.17_0.1_0.15_0.27_0.14_0.29_0.28_0.27_0.11_0.14_0.21_0.24_0.3_0.26_0.18_0.17" "0.17_0.03_0.45_0.31_0.01_0.14_0.22_0.16_0.35_0.29_0.46_0.37_0.19_0.27_0.4_0.19_0.29_0.47_0.38" "BIO8.BI12.BIO4.BIO1.BI12.BI12.BIO8.BI15.BIO8.BIO4.BI15.BIO8.ALTI.BIO4.ALTI.BIO2.BI15.BI18.BIO2"
4031 200 200 5 "hyb" 0.2 11 0.0714285714285714 0.666666666666667 1000 14 "0.25_0.29_0.23_0.19_0.14_0.29_0.2_0.21_0.12_0.19_0.19_0.15_0.19_0.28" "0.36_0_0.13_0.35_0.12_0.26_0.06_0.44_0.17_0.1_0.1_0.1_0.4_0.15" "BIO1.BIO2.BIO8.ALTI.BIO1.ALTI.BI12.ALTI.BIO8.BIO1.ALTI.BIO1.BIO8.BI15"
4032 200 200 5 "hyb" 0.2 12 0 1 1000 13 "0.13_0.29_0.14_0.13_0.14_0.26_0.2_0.27_0.14_0.25_0.12_0.1_0.28" "0.18_0.21_0.48_0.4_0.08_0.01_0.26_0.11_0.07_0.15_0.29_0.18_0.25" "BI18.BIO2.BIO4.BI15.ALTI.BI18.BI12.BI15.BI18.BIO8.BIO8.BIO4.ALTI"
4033 200 200 5 "hyb" 0.2 13 0.111111111111111 0.714285714285714 1000 18 "0.3_0.16_0.26_0.26_0.16_0.19_0.15_0.3_0.13_0.13_0.16_0.24_0.28_0.22_0.12_0.13_0.22_0.3" "0.29_0.32_0.19_0.47_0.06_0.24_0.43_0.25_0.43_0.05_0.27_0.36_0.31_0.36_0.39_0_0.09_0.07" "BIO2.ALTI.ALTI.BIO2.BIO2.BI15.BIO2.BIO2.BIO2.BIO1.ALTI.BI18.BIO8.BI12.BIO2.ALTI.ALTI.BIO4"
4034 200 200 5 "hyb" 0.2 14 0 1 1000 20 "0.2_0.23_0.23_0.12_0.21_0.19_0.23_0.28_0.15_0.11_0.14_0.13_0.15_0.25_0.11_0.24_0.18_0.21_0.27_0.3" "0.22_0.49_0.27_0.41_0.28_0.37_0.01_0.22_0.25_0.34_0.12_0.35_0.02_0.3_0.1_0.17_0.44_0.17_0.26_0.2" "BIO4.BI15.BIO1.BI12.BI12.BIO2.BIO4.BI12.BIO4.BI18.BI15.BIO2.BIO1.BI12.BI12.ALTI.BIO2.ALTI.BI18.BI12"
4035 200 200 5 "hyb" 0.2 15 0 1 1000 10 "0.29_0.27_0.28_0.29_0.23_0.21_0.22_0.3_0.11_0.13" "0.48_0.02_0.16_0.31_0.42_0.05_0.31_0.46_0.16_0.01" "ALTI.BI12.ALTI.BIO4.BIO1.BI12.BI12.BI18.BIO4.BIO4"
4036 200 200 5 "hyb" 0.2 16 0.285714285714286 0 1000 7 "0.27_0.25_0.23_0.18_0.13_0.12_0.21" "0.35_0.3_0.41_0.18_0.13_0.01_0.04" "BI15.BIO4.BI15.BI18.ALTI.BIO1.BI18"
4037 200 200 5 "hyb" 0.2 17 0.0555555555555556 0 1000 18 "0.19_0.21_0.27_0.24_0.25_0.17_0.27_0.18_0.3_0.23_0.18_0.12_0.15_0.23_0.15_0.26_0.11_0.12" "0_0.1_0.39_0.45_0.05_0.26_0.05_0.34_0.44_0.25_0.44_0.28_0.34_0.08_0.45_0.08_0.41_0.31" "BIO8.BI18.BIO8.BIO4.BIO1.BI18.BI18.BI18.BI15.ALTI.BIO8.BIO1.BIO1.ALTI.BI12.BI18.BI15.BIO8"
4038 200 200 5 "hyb" 0.2 18 0 1 1000 6 "0.23_0.15_0.23_0.16_0.24_0.26" "0.46_0.49_0.27_0.01_0.13_0.02" "ALTI.BIO1.BIO2.BI12.BI18.BIO4"
4039 200 200 5 "hyb" 0.2 19 0 1 1000 13 "0.22_0.2_0.13_0.1_0.19_0.2_0.18_0.16_0.22_0.16_0.19_0.18_0.17" "0.07_0.44_0.48_0.4_0.1_0.04_0.5_0.28_0.45_0.06_0.27_0.04_0.24" "BIO8.BI15.BIO4.BIO1.ALTI.BIO4.BI12.BIO2.BIO1.BIO2.BIO1.ALTI.BIO1"
4040 200 200 5 "hyb" 0.2 20 0 1 1000 20 "0.24_0.12_0.11_0.13_0.12_0.13_0.24_0.1_0.24_0.12_0.29_0.29_0.24_0.1_0.12_0.28_0.21_0.18_0.26_0.11" "0.47_0.47_0.08_0.41_0.37_0.35_0.22_0.4_0.18_0.01_0.47_0.48_0.08_0.26_0.3_0.06_0.37_0.16_0.05_0.37" "BIO4.BIO2.BIO1.BI15.BIO4.BIO8.BI15.BI18.BI15.BIO1.BI15.BIO4.BI18.BI15.BIO8.BI12.BIO4.BI18.BIO1.BIO2"
4041 200 200 10 "hyb" 0.5 1 0.285714285714286 0.333333333333333 1000 14 "0.16_0.26_0.23_0.13_0.29_0.16_0.21_0.25_0.26_0.19_0.23_0.23_0.14_0.19" "0.39_0.23_0.27_0.14_0.41_0.49_0.48_0.28_0.38_0.37_0.39_0.14_0.22_0" "BIO4.BIO4.BI12.BIO8.BIO2.BI15.BIO1.ALTI.ALTI.BIO8.BIO1.BI12.BI18.BI18"
4042 200 200 10 "hyb" 0.5 2 0.166666666666667 0.333333333333333 1000 12 "0.24_0.29_0.26_0.11_0.27_0.11_0.15_0.23_0.15_0.28_0.14_0.17" "0.29_0.39_0.21_0.21_0.29_0.41_0.14_0.03_0.25_0.48_0.44_0.36" "BI12.BIO2.BIO8.BIO2.BIO1.BIO4.BIO2.BI12.BIO1.BIO8.BI15.BI12"
4043 200 200 10 "hyb" 0.5 3 0 1 1000 5 "0.18_0.29_0.2_0.1_0.16" "0.17_0.49_0.27_0.3_0.47" "BIO4.BI18.BIO8.ALTI.BI15"
4044 200 200 10 "hyb" 0.5 4 0.333333333333333 0.555555555555556 1000 12 "0.22_0.16_0.18_0.15_0.14_0.1_0.29_0.22_0.17_0.21_0.29_0.3" "0.41_0.11_0.32_0.45_0.01_0.47_0.23_0.25_0.16_0.09_0.39_0.04" "BIO4.ALTI.BIO1.BIO8.BI15.BI12.BIO8.BI15.BI18.ALTI.ALTI.BI12"
4045 200 200 10 "hyb" 0.5 5 0.263157894736842 0.166666666666667 1000 19 "0.3_0.17_0.25_0.17_0.14_0.13_0.15_0.23_0.22_0.2_0.24_0.3_0.19_0.18_0.29_0.26_0.14_0.29_0.26" "0.37_0.33_0.39_0.19_0.41_0.09_0.26_0.26_0.22_0.49_0.47_0.46_0.3_0.1_0.27_0.33_0.07_0.12_0.35" "BI12.ALTI.BIO8.BI12.ALTI.ALTI.BI18.BIO4.BI18.BI18.BIO2.BIO2.BIO2.ALTI.BIO2.BIO1.BI15.BIO8.BIO8"
4046 200 200 10 "hyb" 0.5 6 0.375 0.142857142857143 1000 16 "0.29_0.2_0.19_0.15_0.13_0.27_0.18_0.15_0.12_0.25_0.12_0.18_0.23_0.17_0.26_0.17" "0.19_0.12_0.44_0.49_0.01_0.47_0.03_0.42_0.2_0.11_0.42_0.26_0.45_0.02_0.08_0.26" "BIO4.BIO4.BI15.BI15.BI15.BI15.ALTI.BI15.BIO2.ALTI.BI15.BI12.ALTI.BI15.BIO8.BI18"
4047 200 200 10 "hyb" 0.5 7 0.470588235294118 0.2 1000 17 "0.18_0.15_0.23_0.3_0.14_0.25_0.3_0.18_0.28_0.29_0.25_0.3_0.23_0.12_0.24_0.21_0.27" "0.13_0.12_0.37_0.26_0.2_0.1_0.17_0.21_0.12_0.28_0.14_0.27_0.33_0.37_0.11_0.08_0.36" "BIO2.BIO8.ALTI.BI12.BIO2.BIO8.ALTI.BIO1.BI12.BIO1.BI12.BIO1.BIO1.BI15.BIO4.BI18.BIO1"
4048 200 200 10 "hyb" 0.5 8 0 1 1000 5 "0.3_0.26_0.24_0.17_0.18" "0.3_0.39_0.05_0.38_0.21" "BIO1.BIO1.ALTI.BIO2.BI12"
4049 200 200 10 "hyb" 0.5 9 0.294117647058824 0 1000 17 "0.23_0.3_0.27_0.29_0.12_0.1_0.17_0.22_0.23_0.16_0.19_0.18_0.3_0.13_0.29_0.22_0.22" "0.44_0_0.31_0.43_0.26_0.47_0.05_0.28_0.14_0.19_0_0.5_0.27_0.14_0.05_0.36_0.4" "ALTI.BI18.BIO4.ALTI.ALTI.BIO1.BI12.BI15.BIO8.ALTI.BI15.BI18.BIO1.BI18.BI15.BI12.BIO8"
4050 200 200 10 "hyb" 0.5 10 0.285714285714286 0 1000 14 "0.23_0.21_0.18_0.26_0.18_0.18_0.2_0.3_0.27_0.21_0.19_0.29_0.18_0.16" "0.31_0.4_0.25_0.28_0.08_0.3_0.01_0.16_0.3_0.27_0_0.45_0.47_0.04" "ALTI.BIO2.BI18.ALTI.BI12.BI12.BIO4.BIO1.BIO4.BIO4.BIO8.BIO4.BI12.BIO4"
4051 200 200 10 "hyb" 0.5 11 0.315789473684211 0 1000 19 "0.17_0.3_0.1_0.11_0.2_0.27_0.3_0.21_0.18_0.18_0.18_0.22_0.24_0.1_0.19_0.12_0.16_0.22_0.16" "0.33_0.11_0.24_0.1_0.25_0.47_0.39_0_0.49_0.04_0.21_0.06_0.27_0.39_0.36_0.45_0.1_0.26_0.11" "BIO8.ALTI.BI15.BI18.BIO2.BIO1.BI12.ALTI.BI18.BI12.BIO8.BIO1.BI18.BIO8.BI12.BIO1.BIO4.BIO2.ALTI"
4052 200 200 10 "hyb" 0.5 12 0.368421052631579 0.416666666666667 1000 19 "0.21_0.19_0.19_0.11_0.25_0.2_0.25_0.13_0.17_0.16_0.2_0.18_0.26_0.3_0.1_0.26_0.18_0.22_0.28" "0_0.03_0.49_0.37_0.11_0.43_0.26_0.43_0.38_0.22_0.29_0.33_0.11_0.31_0.07_0.22_0.11_0.11_0.18" "BI15.BIO8.BIO2.ALTI.BIO1.BIO4.BI15.BIO2.BI15.BI15.BI15.BI12.BIO8.BIO4.BIO1.BI18.BI18.BI18.BI18"
4053 200 200 10 "hyb" 0.5 13 0.266666666666667 0.333333333333333 1000 15 "0.14_0.24_0.29_0.28_0.16_0.2_0.27_0.25_0.28_0.12_0.1_0.12_0.15_0.16_0.25" "0.07_0.33_0.22_0.36_0.16_0.21_0.34_0.01_0.07_0.24_0.02_0.08_0.47_0.36_0.12" "BI15.BIO8.BI15.BIO2.BI15.BI15.BIO1.BI15.BIO2.BI12.BI15.BIO8.BIO1.BIO8.BIO2"
4054 200 200 10 "hyb" 0.5 14 0.5 0.333333333333333 1000 8 "0.26_0.16_0.21_0.19_0.26_0.13_0.22_0.12" "0.24_0.27_0.13_0.15_0.48_0.2_0.15_0.44" "BI18.BI15.BI15.BIO1.BI15.BI12.BI18.BI15"
4055 200 200 10 "hyb" 0.5 15 0.166666666666667 0.5 1000 6 "0.12_0.22_0.13_0.25_0.15_0.13" "0.05_0.26_0_0.18_0.19_0.1" "ALTI.BIO2.BI12.BIO2.BIO8.BIO4"
4056 200 200 10 "hyb" 0.5 16 0.266666666666667 0.2 1000 15 "0.1_0.12_0.21_0.24_0.26_0.15_0.16_0.29_0.3_0.13_0.18_0.24_0.19_0.27_0.24" "0.09_0.22_0.31_0.5_0.39_0.15_0.5_0.41_0.41_0.42_0.08_0.13_0.01_0.2_0.25" "BI18.BI12.BI12.BIO4.BIO2.ALTI.BI15.BIO8.BIO2.ALTI.BIO2.BI12.ALTI.BI12.BIO1"
4057 200 200 10 "hyb" 0.5 17 0.277777777777778 0.285714285714286 1000 18 "0.21_0.2_0.22_0.19_0.23_0.23_0.18_0.2_0.3_0.27_0.14_0.22_0.3_0.24_0.12_0.26_0.18_0.26" "0.15_0.43_0.21_0_0.07_0.37_0.19_0.4_0.14_0.07_0.3_0.16_0.34_0.11_0.39_0.47_0.15_0.16" "BI15.ALTI.BI12.BIO1.BIO8.ALTI.BI15.BI12.BIO1.BI15.BIO8.BIO1.BIO4.BI18.BIO4.BI12.BIO1.BIO8"
4058 200 200 10 "hyb" 0.5 18 0.375 0 1000 8 "0.28_0.2_0.3_0.17_0.16_0.25_0.19_0.13" "0.07_0.02_0.28_0.47_0.39_0.22_0.17_0.14" "ALTI.BI15.BI18.BIO8.BI18.BI18.ALTI.BIO8"
4059 200 200 10 "hyb" 0.5 19 0.181818181818182 0.333333333333333 1000 11 "0.22_0.24_0.27_0.15_0.18_0.18_0.12_0.24_0.26_0.19_0.26" "0.2_0.27_0.38_0.47_0.3_0.21_0.25_0.11_0.49_0.18_0.12" "BI18.BI15.BIO4.BI18.BIO8.BI12.BIO8.BIO8.BIO1.BIO4.BIO1"
4060 200 200 10 "hyb" 0.5 20 0.222222222222222 0 1000 18 "0.19_0.18_0.19_0.24_0.3_0.19_0.3_0.3_0.15_0.26_0.29_0.29_0.17_0.29_0.18_0.23_0.11_0.16" "0.07_0.41_0.39_0.35_0.42_0.1_0.09_0.3_0.34_0.44_0.28_0.17_0.05_0.5_0.19_0.35_0.3_0.15" "BI12.BI12.BI12.BI15.BIO1.BIO1.BI18.BI18.BIO4.BIO1.BI12.BIO2.BIO4.BIO8.BIO4.BIO1.BIO2.ALTI"
4061 200 200 10 "hyb" 0.2 1 0.0666666666666667 0 1000 15 "0.25_0.24_0.15_0.17_0.3_0.11_0.29_0.19_0.23_0.23_0.17_0.28_0.17_0.19_0.22" "0.28_0.08_0.26_0.21_0.39_0.42_0.47_0.04_0.06_0.37_0.13_0.03_0.36_0.06_0.09" "BI18.BI18.BI12.BI15.BI12.BIO8.BIO8.BIO8.BIO1.BIO2.BI15.BI15.BIO2.BI12.BI18"
4062 200 200 10 "hyb" 0.2 2 0.125 0.5 1000 16 "0.25_0.26_0.26_0.21_0.24_0.24_0.19_0.17_0.22_0.17_0.19_0.21_0.2_0.21_0.24_0.18" "0.1_0.06_0.14_0.07_0.31_0.02_0.16_0.17_0.08_0.12_0.31_0.33_0.2_0.31_0.14_0.05" "BIO4.ALTI.BIO4.BIO4.ALTI.BI18.ALTI.BI15.BIO8.BI12.BI18.BIO4.BI18.BIO1.BIO1.BI15"
4063 200 200 10 "hyb" 0.2 3 0.307692307692308 0 1000 13 "0.19_0.24_0.1_0.22_0.3_0.14_0.23_0.11_0.25_0.2_0.28_0.23_0.15" "0.24_0.08_0.13_0.48_0.23_0.35_0.47_0.16_0.47_0.31_0.25_0.02_0.02" "BI15.BI15.BIO1.BI12.BIO1.BIO1.BI15.BI12.BIO2.BIO1.ALTI.BIO8.BIO1"
4064 200 200 10 "hyb" 0.2 4 0.111111111111111 0 1000 18 "0.16_0.24_0.3_0.27_0.23_0.14_0.25_0.11_0.23_0.17_0.25_0.13_0.14_0.14_0.28_0.21_0.15_0.3" "0.09_0.28_0.11_0.12_0.19_0.1_0.32_0.04_0.02_0.21_0.35_0.4_0.04_0.29_0.33_0.42_0.18_0.29" "BI12.BIO2.BI18.BIO8.ALTI.BIO2.BIO1.BI12.BI15.BIO8.BIO1.BI15.BIO8.BIO1.BI15.BI15.BI18.BIO1"
4065 200 200 10 "hyb" 0.2 5 0.111111111111111 0.833333333333333 1000 9 "0.19_0.24_0.1_0.16_0.28_0.11_0.13_0.11_0.23" "0.26_0.07_0.03_0.2_0.01_0.06_0.36_0.25_0.37" "BIO1.ALTI.BI15.BIO1.BIO4.BIO1.BIO2.BIO4.BIO2"
4066 200 200 10 "hyb" 0.2 6 0 1 1000 7 "0.15_0.23_0.22_0.12_0.18_0.22_0.15" "0.24_0.33_0.32_0.23_0.22_0.11_0.31" "BIO8.BI15.BI12.BIO4.BIO1.BI12.BIO8"
4067 200 200 10 "hyb" 0.2 7 0 1 1000 6 "0.26_0.28_0.27_0.21_0.11_0.29" "0.4_0.36_0.39_0.15_0.38_0.16" "BIO8.BIO2.ALTI.BI15.BIO4.BI15"
4068 200 200 10 "hyb" 0.2 8 0.111111111111111 0.857142857142857 1000 9 "0.27_0.26_0.12_0.21_0.2_0.23_0.22_0.1_0.18" "0.13_0.06_0.04_0.3_0.12_0.38_0.16_0.25_0.06" "ALTI.ALTI.BIO1.BIO2.BIO4.BIO1.BIO1.BI12.ALTI"
4069 200 200 10 "hyb" 0.2 9 0.1 0.5 1000 20 "0.22_0.21_0.24_0.15_0.25_0.27_0.23_0.28_0.22_0.13_0.2_0.27_0.15_0.21_0.23_0.28_0.23_0.25_0.26_0.22" "0.19_0.26_0.33_0.17_0.15_0.33_0.04_0.14_0.08_0.4_0.01_0.17_0.24_0.26_0.31_0.12_0.43_0.43_0.13_0.45" "BI12.ALTI.BI12.BIO2.BI15.ALTI.BIO1.BI18.BI18.BI18.BIO8.BI18.ALTI.BI12.BIO8.BIO1.ALTI.BI15.BIO8.ALTI"
4070 200 200 10 "hyb" 0.2 10 0.142857142857143 0.833333333333333 1000 7 "0.18_0.24_0.2_0.24_0.21_0.13_0.29" "0.04_0.02_0.36_0.22_0.13_0.05_0.48" "BIO4.BI15.BIO4.BIO4.BIO8.BIO1.BIO1"
4071 200 200 10 "hyb" 0.2 11 0.0909090909090909 0 1000 11 "0.19_0.29_0.14_0.19_0.29_0.18_0.3_0.11_0.26_0.1_0.17" "0.1_0.38_0.21_0.42_0.19_0.03_0.09_0.02_0_0.25_0.23" "BIO8.ALTI.ALTI.BIO1.BI12.BIO4.BI18.BI12.ALTI.ALTI.BIO1"
4072 200 200 10 "hyb" 0.2 12 0.166666666666667 0 1000 6 "0.24_0.29_0.27_0.16_0.3_0.22" "0.08_0.23_0.48_0.46_0_0.27" "BIO4.BIO8.BI15.ALTI.BIO2.BIO1"
4073 200 200 10 "hyb" 0.2 13 0 1 1000 7 "0.18_0.18_0.15_0.28_0.14_0.29_0.29" "0.2_0.4_0.15_0.43_0.23_0.28_0.44" "BIO1.BIO1.BI18.ALTI.BI18.BI15.ALTI"
4074 200 200 10 "hyb" 0.2 14 0.333333333333333 0.545454545454545 1000 15 "0.14_0.15_0.29_0.13_0.11_0.18_0.1_0.13_0.19_0.28_0.11_0.11_0.12_0.18_0.26" "0.12_0.15_0.37_0.32_0.42_0.11_0.5_0.29_0.08_0.2_0.49_0.06_0.31_0.21_0.36" "BIO1.BIO1.ALTI.BIO4.BIO4.BI15.ALTI.BIO1.BIO4.BI12.ALTI.BI15.BIO8.BI15.BI18"
4075 200 200 10 "hyb" 0.2 15 0 1 1000 9 "0.1_0.18_0.22_0.14_0.1_0.21_0.27_0.18_0.22" "0.21_0.17_0.1_0.32_0.36_0.3_0.3_0.08_0.21" "BI18.BIO4.BIO2.BIO1.BI18.BI15.ALTI.ALTI.BIO2"
4076 200 200 10 "hyb" 0.2 16 0.153846153846154 0.6 1000 13 "0.18_0.16_0.21_0.11_0.19_0.21_0.26_0.22_0.16_0.16_0.25_0.13_0.21" "0.2_0.36_0.48_0.35_0.13_0.22_0.22_0.43_0.36_0.26_0.06_0.2_0.49" "BIO4.BIO1.BI12.BIO2.BIO4.BIO4.BI18.BIO8.BIO2.BIO4.BIO8.BI18.BI18"
4077 200 200 10 "hyb" 0.2 17 0.153846153846154 0.333333333333333 1000 13 "0.1_0.14_0.3_0.24_0.21_0.15_0.29_0.18_0.17_0.17_0.11_0.29_0.15" "0.1_0.48_0.39_0.45_0.47_0.37_0.39_0.05_0.46_0.08_0.49_0.2_0.24" "BIO4.BIO8.BIO4.BIO4.BI18.BIO2.BIO1.BIO8.BI12.BIO2.BIO8.BI15.BIO1"
4078 200 200 10 "hyb" 0.2 18 0.0666666666666667 0.75 1000 15 "0.11_0.11_0.28_0.11_0.23_0.18_0.22_0.25_0.12_0.22_0.11_0.26_0.17_0.24_0.12" "0.4_0.14_0.09_0.07_0.44_0.42_0.33_0.24_0.11_0.12_0.19_0.01_0.09_0.45_0.41" "BIO8.BIO4.BIO1.BI18.ALTI.BI18.BIO1.BIO1.BIO4.BI18.BIO4.BI18.BI12.BIO1.BI15"
4079 200 200 10 "hyb" 0.2 19 0.111111111111111 0.666666666666667 1000 9 "0.22_0.14_0.19_0.18_0.24_0.11_0.1_0.24_0.22" "0.37_0.13_0.09_0.06_0.27_0.49_0.26_0.44_0.17" "BI12.BI18.BIO8.BIO2.BI18.BI15.BI12.BI12.ALTI"
4080 200 200 10 "hyb" 0.2 20 0.444444444444444 0.2 1000 9 "0.26_0.21_0.23_0.1_0.17_0.21_0.17_0.17_0.14" "0.33_0.28_0.12_0.08_0.31_0.19_0.3_0.02_0.17" "BIO4.ALTI.BIO8.BIO2.BIO1.BI15.BIO1.BIO1.BI18"
4081 200 200 20 "hyb" 0.5 1 0.307692307692308 0.2 1000 13 "0.18_0.14_0.1_0.19_0.16_0.12_0.13_0.22_0.14_0.12_0.15_0.26_0.26" "0.17_0.2_0.4_0.26_0.37_0.49_0_0.48_0.35_0.38_0.18_0.09_0.31" "BIO8.BIO8.BIO8.BIO2.BIO1.BIO1.BI18.BI18.BIO2.BIO1.BI15.ALTI.BIO1"
4082 200 200 20 "hyb" 0.5 2 0.375 0.25 1000 16 "0.22_0.21_0.14_0.16_0.29_0.23_0.3_0.11_0.13_0.29_0.3_0.12_0.2_0.19_0.16_0.11" "0.32_0.44_0.09_0_0.24_0.41_0.18_0.28_0.4_0.49_0.09_0.34_0.16_0.16_0.05_0.47" "BI12.ALTI.BIO1.BIO4.BIO8.BI15.BIO4.BI18.BIO1.BI18.ALTI.BIO1.BIO2.BIO4.BIO8.BI18"
4083 200 200 20 "hyb" 0.5 3 0.0909090909090909 0 1000 11 "0.26_0.24_0.28_0.18_0.15_0.14_0.11_0.19_0.23_0.28_0.16" "0.44_0.23_0.13_0.47_0.39_0.48_0.38_0.24_0.43_0.44_0.19" "BIO4.BI12.BIO8.BI12.BI12.BIO1.ALTI.ALTI.BIO4.BIO4.BIO4"
4084 200 200 20 "hyb" 0.5 4 0.166666666666667 0.5 1000 6 "0.17_0.13_0.22_0.15_0.19_0.21" "0.4_0.4_0.27_0.14_0.44_0.49" "BI18.BIO1.BIO8.BI12.BIO4.ALTI"
4085 200 200 20 "hyb" 0.5 5 0.222222222222222 0.333333333333333 1000 9 "0.18_0.12_0.3_0.28_0.28_0.23_0.28_0.26_0.14" "0.42_0.2_0.41_0.31_0.22_0.01_0.48_0.29_0.29" "BIO2.BI15.BIO1.BI18.BIO4.BIO2.BIO1.BIO1.BIO2"
4086 200 200 20 "hyb" 0.5 6 0.235294117647059 0.2 1000 17 "0.27_0.17_0.13_0.15_0.25_0.19_0.18_0.27_0.24_0.25_0.1_0.3_0.1_0.19_0.21_0.18_0.22" "0.29_0.47_0_0.22_0.38_0.05_0.27_0.18_0.04_0.34_0.44_0.18_0.08_0.48_0.06_0.09_0.33" "BI15.BIO1.BIO2.BI12.BI12.BI18.BIO1.BIO4.ALTI.BI12.BIO4.BI18.BI15.BIO4.ALTI.BI15.BI18"
